"場所の名前","カテゴリ","区名","所在地","TEL","避難可能時間","災害対策基本法に基づく指定","避難場所の対象とする災害","経度","緯度","分類"
"市営西喜連第3住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西2-2","","24時間","指定緊急避難場所","洪水","135.542446829913","34.6133423221792","津波避難ビル・水害時避難ビル"
"市営西喜連第3住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西2-2","","24時間","指定緊急避難場所","洪水","135.54252837385","34.6130080285523","津波避難ビル・水害時避難ビル"
"市営西喜連第3住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-3","","24時間","指定緊急避難場所","洪水","135.54245643616","34.6123188796757","津波避難ビル・水害時避難ビル"
"市営西喜連第3住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-3","","24時間","指定緊急避難場所","洪水","135.542486037917","34.6120073619599","津波避難ビル・水害時避難ビル"
"市営西喜連第3住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-2","","24時間","指定緊急避難場所","洪水","135.541327279022","34.6111041946637","津波避難ビル・水害時避難ビル"
"市営西喜連第3住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-2","","24時間","指定緊急避難場所","洪水","135.541254027699","34.6113794691386","津波避難ビル・水害時避難ビル"
"市営長吉長原住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原4-3","","24時間","指定緊急避難場所","洪水","135.568373019877","34.5999107773634","津波避難ビル・水害時避難ビル"
"市営長吉長原住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原4-3","","24時間","指定緊急避難場所","洪水","135.568761197107","34.5995555520806","津波避難ビル・水害時避難ビル"
"市営加美南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美南1-5","","24時間","指定緊急避難場所","洪水","135.570950796183","34.6249668929615","津波避難ビル・水害時避難ビル"
"市営瓜破東第1住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-6","","24時間","指定緊急避難場所","洪水","135.55672137617","34.6076621650183","津波避難ビル・水害時避難ビル"
"市営瓜破東第1住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-6","","24時間","指定緊急避難場所","洪水","135.557135873273","34.6070440269634","津波避難ビル・水害時避難ビル"
"市営瓜破東第1住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-12","","24時間","指定緊急避難場所","洪水","135.557204128386","34.6066785000388","津波避難ビル・水害時避難ビル"
"市営瓜破東第1住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-11","","24時間","指定緊急避難場所","洪水","135.556232833428","34.6066149117633","津波避難ビル・水害時避難ビル"
"市営瓜破東第1住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-6","","24時間","指定緊急避難場所","洪水","135.556257396812","34.6069862389671","津波避難ビル・水害時避難ビル"
"市営加美北第3住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美北8-2","","24時間","指定緊急避難場所","洪水","135.563091293104","34.6363652266772","津波避難ビル・水害時避難ビル"
"市営加美正覚寺東住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美正覚寺3-9","","24時間","指定緊急避難場所","洪水","135.56216826547","34.6317590694684","津波避難ビル・水害時避難ビル"
"市営加美正覚寺東住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美正覚寺3-11","","24時間","指定緊急避難場所","洪水","135.562633283601","34.6312621257473","津波避難ビル・水害時避難ビル"
"市営西喜連第4住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西1-10","","24時間","指定緊急避難場所","洪水","135.542490906777","34.615985303926","津波避難ビル・水害時避難ビル"
"市営西喜連第4住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西2-10","","24時間","指定緊急避難場所","洪水","135.542756484559","34.6139396858102","津波避難ビル・水害時避難ビル"
"市営西喜連第4住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西1-3","","24時間","指定緊急避難場所","洪水","135.541318798015","34.6153997645957","津波避難ビル・水害時避難ビル"
"市営西喜連第4住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西1-3","","24時間","指定緊急避難場所","洪水","135.541261120189","34.6147245613596","津波避難ビル・水害時避難ビル"
"市営西喜連第4住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西2-1","","24時間","指定緊急避難場所","洪水","135.54119444693","34.614089036177","津波避難ビル・水害時避難ビル"
"市営加美東第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東6-3","","24時間","指定緊急避難場所","洪水","135.57426877437","34.6301163349241","津波避難ビル・水害時避難ビル"
"市営加美東第2住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東6-3","","24時間","指定緊急避難場所","洪水","135.575360888252","34.6301600071204","津波避難ビル・水害時避難ビル"
"市営加美東第2住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東6-6","","24時間","指定緊急避難場所","洪水","135.574856109847","34.6296821651986","津波避難ビル・水害時避難ビル"
"市営加美東第1住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東3-6","","24時間","指定緊急避難場所","洪水","135.572167831691","34.6326824338629","津波避難ビル・水害時避難ビル"
"市営加美東第1住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東3-5","","24時間","指定緊急避難場所","洪水","135.573092660834","34.6327146672531","津波避難ビル・水害時避難ビル"
"市営加美東第1住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東3-8","","24時間","指定緊急避難場所","洪水","135.573130777918","34.6321529918999","津波避難ビル・水害時避難ビル"
"市営加美東第1住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","加美東3-10","","24時間","指定緊急避難場所","洪水","135.573093713631","34.6316490481045","津波避難ビル・水害時避難ビル"
"市営東喜連第5住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連東4-8","","24時間","指定緊急避難場所","洪水","135.564391499924","34.6118619905062","津波避難ビル・水害時避難ビル"
"市営東喜連第5住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連東5-1","","24時間","指定緊急避難場所","洪水","135.564551613721","34.6112608412598","津波避難ビル・水害時避難ビル"
"市営西喜連第5住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西4-2","","24時間","指定緊急避難場所","洪水","135.542669658541","34.6099480747445","津波避難ビル・水害時避難ビル"
"市営西喜連第5住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-18","","24時間","指定緊急避難場所","洪水","135.5449488292","34.6110386747616","津波避難ビル・水害時避難ビル"
"市営西喜連第5住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-16","","24時間","指定緊急避難場所","洪水","135.544126833338","34.611304304456","津波避難ビル・水害時避難ビル"
"市営西喜連第5住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連西3-8","","24時間","指定緊急避難場所","洪水","135.542518268888","34.611007795208","津波避難ビル・水害時避難ビル"
"市営長吉六反第1住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反1-11","","24時間","指定緊急避難場所","洪水","135.579463374999","34.608992930263","津波避難ビル・水害時避難ビル"
"市営長吉六反第1住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反1-11","","24時間","指定緊急避難場所","洪水","135.580703772871","34.6088337983486","津波避難ビル・水害時避難ビル"
"市営長吉六反第1住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反1-11","","24時間","指定緊急避難場所","洪水","135.580217109387","34.6091153563624","津波避難ビル・水害時避難ビル"
"市営東喜連住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","喜連東4-5","","24時間","指定緊急避難場所","洪水","135.564465937786","34.6126540989632","津波避難ビル・水害時避難ビル"
"市営長吉出戸南第1住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸8-10","","24時間","指定緊急避難場所","洪水","135.575825454254","34.6082640227312","津波避難ビル・水害時避難ビル"
"市営長吉出戸南第1住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸8-3-2","","24時間","指定緊急避難場所","洪水","135.574972880741","34.6084970833842","津波避難ビル・水害時避難ビル"
"市営長吉出戸南第1住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸8-3-3","","24時間","指定緊急避難場所","洪水","135.574418834884","34.6081465602056","津波避難ビル・水害時避難ビル"
"市営長吉出戸南第1住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸8-11","","24時間","指定緊急避難場所","洪水","135.577462982081","34.6072130566604","津波避難ビル・水害時避難ビル"
"市営瓜破東住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東2-3","","24時間","指定緊急避難場所","洪水","135.56014053199","34.6073728270008","津波避難ビル・水害時避難ビル"
"市営長吉第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸1-1-1","","24時間","指定緊急避難場所","洪水","135.562374141115","34.6163973843376","津波避難ビル・水害時避難ビル"
"市営長吉第2住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸1-1-2","","24時間","指定緊急避難場所","洪水","135.562809836036","34.6161271468838","津波避難ビル・水害時避難ビル"
"市営長吉第2住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉出戸1-1-3","","24時間","指定緊急避難場所","洪水","135.563384588763","34.6160808025768","津波避難ビル・水害時避難ビル"
"市営瓜破東8丁目住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東8-9-2","","24時間","指定緊急避難場所","洪水","135.56046489806","34.5987914967494","津波避難ビル・水害時避難ビル"
"市営瓜破東8丁目住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東8-9-4","","24時間","指定緊急避難場所","洪水","135.559948621619","34.5987203448874","津波避難ビル・水害時避難ビル"
"市営瓜破東1丁目住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-3-1","","24時間","指定緊急避難場所","洪水","135.557840304428","34.6085015575635","津波避難ビル・水害時避難ビル"
"市営瓜破東1丁目住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-3-2","","24時間","指定緊急避難場所","洪水","135.557679518733","34.6082467725697","津波避難ビル・水害時避難ビル"
"市営瓜破東1丁目住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-4-3","","24時間","指定緊急避難場所","洪水","135.558137964093","34.6076923748352","津波避難ビル・水害時避難ビル"
"市営瓜破東1丁目住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-4-4","","24時間","指定緊急避難場所","洪水","135.557965560142","34.6074470772012","津波避難ビル・水害時避難ビル"
"市営瓜破東1丁目住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東1-4-5","","24時間","指定緊急避難場所","洪水","135.557690001708","34.6077257037059","津波避難ビル・水害時避難ビル"
"市営長吉長原西住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原西3-9","","24時間","指定緊急避難場所","洪水","135.567593696524","34.6004264303903","津波避難ビル・水害時避難ビル"
"市営長吉長原西住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原西3-10","","24時間","指定緊急避難場所","洪水","135.567648847143","34.5993439768646","津波避難ビル・水害時避難ビル"
"市営長吉長原東第4住宅37号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東3-4","","24時間","指定緊急避難場所","洪水","135.576703190277","34.6002824574433","津波避難ビル・水害時避難ビル"
"市営長吉長原東第4住宅38号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東3-3","","24時間","指定緊急避難場所","洪水","135.576686186338","34.5992136865861","津波避難ビル・水害時避難ビル"
"市営長吉長原西第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原西3-6","","24時間","指定緊急避難場所","洪水","135.566191238223","34.6011908036413","津波避難ビル・水害時避難ビル"
"市営平野東住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","平野南3-10","","24時間","指定緊急避難場所","洪水","135.560511165733","34.6195029985338","津波避難ビル・水害時避難ビル"
"市営平野東住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","平野南3-9","","24時間","指定緊急避難場所","洪水","135.561320840364","34.6194789844147","津波避難ビル・水害時避難ビル"
"市営平野東住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","平野南3-11","","24時間","指定緊急避難場所","洪水","135.561573837399","34.6187967936647","津波避難ビル・水害時避難ビル"
"市営平野東住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","平野南3-11","","24時間","指定緊急避難場所","洪水","135.560793450353","34.6186964059124","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-1","","24時間","指定緊急避難場所","洪水","135.574223286105","34.6031082923165","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-1","","24時間","指定緊急避難場所","洪水","135.574724174869","34.6032499556098","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東1-8","","24時間","指定緊急避難場所","洪水","135.574990143067","34.6031212071697","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東1-9","","24時間","指定緊急避難場所","洪水","135.577215310583","34.6054145432759","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅7号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東1-9","","24時間","指定緊急避難場所","洪水","135.577214542727","34.604759331409","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅8号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東1-11","","24時間","指定緊急避難場所","洪水","135.577193801324","34.604020046293","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅9号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東1-5","","24時間","指定緊急避難場所","洪水","135.576006455694","34.6039285594725","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅10号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-5","","24時間","指定緊急避難場所","洪水","135.575890679988","34.6034174349738","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅11号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-5","","24時間","指定緊急避難場所","洪水","135.576720462548","34.6031851088294","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅12号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-6","","24時間","指定緊急避難場所","洪水","135.577651722595","34.6022576026814","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅13号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉長原東2-7","","24時間","指定緊急避難場所","洪水","135.579120886864","34.6023097206784","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅14号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反3-8","","24時間","指定緊急避難場所","洪水","135.580422882467","34.6031374132859","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅15号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反3-8","","24時間","指定緊急避難場所","洪水","135.581365830263","34.6031272104347","津波避難ビル・水害時避難ビル"
"市営長吉長原東住宅16号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","長吉六反3-11","","24時間","指定緊急避難場所","洪水","135.580417414169","34.602603151419","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東2-6","","24時間","指定緊急避難場所","洪水","135.562836596184","34.6064232247508","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東4-5","","24時間","指定緊急避難場所","洪水","135.563420394863","34.6059065158313","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東4-5","","24時間","指定緊急避難場所","洪水","135.564091407393","34.605805897983","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東4-5","","24時間","指定緊急避難場所","洪水","135.563982008202","34.6053566118337","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東2-7","","24時間","指定緊急避難場所","洪水","135.563420917325","34.6066608036982","津波避難ビル・水害時避難ビル"
"市営瓜破東第2住宅26号館","防災関連施設 - 津波避難ビル・水害時避難ビル","平野区","瓜破東2-7","","24時間","指定緊急避難場所","洪水","135.564532520196","34.6069296976322","津波避難ビル・水害時避難ビル"
"市営西今里住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","東成区","東中本2-7-16","","24時間","指定緊急避難場所","洪水","135.546373627715","34.6795621503809","津波避難ビル・水害時避難ビル"
"市営生野東住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東1-1-30","","24時間","指定緊急避難場所","洪水","135.531118485786","34.6503951225373","津波避難ビル・水害時避難ビル"
"市営生野東住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東1-5","","24時間","指定緊急避難場所","洪水","135.531871695879","34.6507516987109","津波避難ビル・水害時避難ビル"
"市営生野東住宅8号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東4-2","","24時間","指定緊急避難場所","洪水","135.534688618456","34.6482628496188","津波避難ビル・水害時避難ビル"
"市営生野東住宅9号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東4-1","","24時間","指定緊急避難場所","洪水","135.534111070929","34.6481793908827","津波避難ビル・水害時避難ビル"
"市営生野東住宅11号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東4-1","","24時間","指定緊急避難場所","洪水","135.533131623206","34.6477670061318","津波避難ビル・水害時避難ビル"
"市営生野東住宅12号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","生野東4-1","","24時間","指定緊急避難場所","洪水","135.533876357806","34.6470409979945","津波避難ビル・水害時避難ビル"
"市営巽北住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","巽北2-16-15","","24時間","指定緊急避難場所","洪水","135.552090968178","34.6535600747159","津波避難ビル・水害時避難ビル"
"市営勝山南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","勝山南3-11","","24時間","指定緊急避難場所","洪水","135.533840329782","34.6526277288046","津波避難ビル・水害時避難ビル"
"市営田島住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","生野区","舎利寺2-12-20","","24時間","指定緊急避難場所","洪水","135.538589131075","34.64853646881","津波避難ビル・水害時避難ビル"
"市営高殿西住宅8号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","高殿5-2","","24時間","指定緊急避難場所","津波、洪水","135.539611330357","34.7170074490381","津波避難ビル・水害時避難ビル"
"市営城北住宅12号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","大宮5-8","","24時間","指定緊急避難場所","津波、洪水","135.546197129621","34.7297626838145","津波避難ビル・水害時避難ビル"
"市営城北住宅13号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","大宮5-1","","24時間","指定緊急避難場所","津波、洪水","135.546271456425","34.7293634773158","津波避難ビル・水害時避難ビル"
"市営城北住宅14号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","大宮5-2","","24時間","指定緊急避難場所","津波、洪水","135.547607283164","34.7295088908811","津波避難ビル・水害時避難ビル"
"市営城北中宮住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","中宮5-1-1","","24時間","指定緊急避難場所","津波、洪水","135.540769746574","34.7286000667372","津波避難ビル・水害時避難ビル"
"市営橋寺住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","旭区","太子橋3-8-1","","24時間","指定緊急避難場所","津波、洪水","135.558716410307","34.7393899586051","津波避難ビル・水害時避難ビル"
"市営今福南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","城東区","今福南4-11","","24時間","指定緊急避難場所","津波、洪水","135.554402283169","34.6984886333956","津波避難ビル・水害時避難ビル"
"市営今福南住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","城東区","今福南4-11","","24時間","指定緊急避難場所","津波、洪水","135.555033178596","34.698583271169","津波避難ビル・水害時避難ビル"
"市営今福南住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","城東区","今福南4-10","","24時間","指定緊急避難場所","津波、洪水","135.555714675898","34.6986499811304","津波避難ビル・水害時避難ビル"
"市営今福南住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","城東区","今福南4-10","","24時間","指定緊急避難場所","津波、洪水","135.556431812892","34.6987638036503","津波避難ビル・水害時避難ビル"
"市営今福南第2住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","城東区","今福南4-6-37","","24時間","指定緊急避難場所","津波、洪水","135.559646278322","34.6979258614419","津波避難ビル・水害時避難ビル"
"市営茨田大宮16号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","茨田大宮4-34","","24時間","指定緊急避難場所","津波、洪水","135.597818347196","34.7141198827852","津波避難ビル・水害時避難ビル"
"市営放出東住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","放出東3-2","","24時間","指定緊急避難場所","津波、洪水","135.560122077403","34.6902847706548","津波避難ビル・水害時避難ビル"
"市営放出東住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","放出東2-5","","24時間","指定緊急避難場所","津波、洪水","135.560211542551","34.6910007663448","津波避難ビル・水害時避難ビル"
"市営放出東住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","放出東3-2","","24時間","指定緊急避難場所","津波、洪水","135.559694403043","34.6896058946828","津波避難ビル・水害時避難ビル"
"市営諸口第2住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","諸口6-6-6","","24時間","指定緊急避難場所","津波、洪水","135.577690638284","34.7069949747197","津波避難ビル・水害時避難ビル"
"市営焼野住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","焼野1-1-1","","24時間","指定緊急避難場所","津波、洪水","135.58337299662","34.7166455169966","津波避難ビル・水害時避難ビル"
"市営焼野住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","焼野1-1-2","","24時間","指定緊急避難場所","津波、洪水","135.583198579966","34.7174101828489","津波避難ビル・水害時避難ビル"
"市営焼野住宅3号館","防災関連施設 - 津波避難ビル・水害時避難ビル","鶴見区","焼野1-1-3","","24時間","指定緊急避難場所","津波、洪水","135.583742833823","34.7172497722645","津波避難ビル・水害時避難ビル"
"住之江下水処理場砂ろ過池棟屋上部","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","泉1-1-189","","24時間","指定緊急避難場所","津波、洪水","135.468247051266","34.6142070192112","津波避難ビル・水害時避難ビル"
"市営御崎住宅4号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","御崎4-11","","24時間","指定緊急避難場所","津波、洪水","135.476915605311","34.6094139735143","津波避難ビル・水害時避難ビル"
"市営御崎住宅5号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","御崎4-9","","24時間","指定緊急避難場所","津波、洪水","135.477237006984","34.6098446990772","津波避難ビル・水害時避難ビル"
"市営御崎住宅10号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","御崎2-8","","24時間","指定緊急避難場所","津波、洪水","135.477823136118","34.6124816157951","津波避難ビル・水害時避難ビル"
"市営南港中住宅21号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","南港中2-5","","24時間","指定緊急避難場所","津波、洪水","135.429727906278","34.6282125947795","津波避難ビル・水害時避難ビル"
"市営南港中住宅31号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","南港中2-8","","24時間","指定緊急避難場所","津波、洪水","135.426989577834","34.6285167512842","津波避難ビル・水害時避難ビル"
"市営東加賀屋住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","東加賀屋1-4","","24時間","指定緊急避難場所","津波、洪水","135.48399588389","34.6188142026985","津波避難ビル・水害時避難ビル"
"市営東加賀屋住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","東加賀屋1-5","","24時間","指定緊急避難場所","津波、洪水","135.484192297311","34.61922236582","津波避難ビル・水害時避難ビル"
"市営平林南第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","平林2-3","","24時間","指定緊急避難場所","津波、洪水","135.457969900434","34.6089154588048","津波避難ビル・水害時避難ビル"
"市営北加賀屋第5住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住之江区","北加賀屋5-6","","24時間","指定緊急避難場所","津波、洪水","135.473457344259","34.6216488663642","津波避難ビル・水害時避難ビル"
"市営山之内住宅6号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","山之内4-7","","24時間","指定緊急避難場所","津波、洪水","135.501109789757","34.5892461594995","津波避難ビル・水害時避難ビル"
"市営長居1丁目住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","長居1-14-1","","24時間","指定緊急避難場所","津波、洪水","135.513235689533","34.6141309876509","津波避難ビル・水害時避難ビル"
"市営清水丘住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","清水丘3-5-1","","24時間","指定緊急避難場所","津波、洪水","135.49059887341","34.5968926873088","津波避難ビル・水害時避難ビル"
"市営清水丘住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","清水丘3-4-2","","24時間","指定緊急避難場所","津波、洪水","135.490838436075","34.5973946261058","津波避難ビル・水害時避難ビル"
"市営遠里小野第2住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","遠里小野7-6-29","","24時間","指定緊急避難場所","津波、洪水","135.49229235645","34.5964305125403","津波避難ビル・水害時避難ビル"
"市営苅田南住宅1号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","苅田9-10-1","","24時間","指定緊急避難場所","津波、洪水","135.513952461402","34.5955707419279","津波避難ビル・水害時避難ビル"
"市営苅田南住宅2号館","防災関連施設 - 津波避難ビル・水害時避難ビル","住吉区","苅田9-10-2","","24時間","指定緊急避難場所","津波、洪水","135.514519909118","34.5953415530488","津波避難ビル・水害時避難ビル"
